scraped_at,bank,pair,base_currency,quote_currency,bid,ask,mid,spread,raw_bid,raw_ask,raw_quoted_per_units,rate_date,source_bank_label
2026-05-27T15:04:49+00:00,DNB,NOK/SEK,NOK,SEK,0.9919,1.0059,0.9989,0.014,99.19,100.59,100,2026-05-27,Norge
2026-05-27T15:04:49+00:00,DNB,USD/SEK,USD,SEK,9.2241,9.3301,9.2771,0.106,9.2241,9.3301,1,2026-05-27,USA
2026-05-27T15:04:49+00:00,DNB,EUR/SEK,EUR,SEK,10.7425,10.8675,10.805,0.125,10.7425,10.8675,1,2026-05-27,Europeiska unionen
2026-05-27T15:04:49+00:00,DNB,DKK/SEK,DKK,SEK,1.4382,1.4531999999999998,1.4457,0.015,143.82,145.32,100,2026-05-27,Danmark
2026-05-27T15:04:49+00:00,DNB,GBP/SEK,GBP,SEK,12.4095,12.5555,12.4825,0.146,12.4095,12.5555,1,2026-05-27,Storbritannien
2026-05-27T15:04:49+00:00,DNB,CHF/SEK,CHF,SEK,11.766300000000001,11.8783,11.8223,0.112,1176.63,1187.83,100,2026-05-27,Schweiz
2026-05-27T15:04:49+00:00,DNB,JPY/SEK,JPY,SEK,0.057709,0.058709,0.058209,0.001,5.7709,5.8709,100,2026-05-27,Japan
2026-05-27T15:04:49+00:00,DNB,AED/SEK,AED,SEK,2.5047,2.5487,2.5267,0.044,2.5047,2.5487,1,2026-05-27,Arabemirater
2026-05-27T15:04:49+00:00,DNB,AUD/SEK,AUD,SEK,6.5867,6.6717,6.6292,0.085,6.5867,6.6717,1,2026-05-27,Australien
2026-05-27T15:04:49+00:00,DNB,BHD/SEK,BHD,SEK,24.4372,24.8372,24.6372,0.4,24.4372,24.8372,1,2026-05-27,Bahrain
2026-05-27T15:04:49+00:00,DNB,BWP/SEK,BWP,SEK,0.7133,0.7433,0.7283,0.03,0.7133,0.7433,1,2026-05-27,Botswana
2026-05-27T15:04:49+00:00,DNB,PHP/SEK,PHP,SEK,0.1485,0.1539,0.1512,0.0054,14.85,15.39,100,2026-05-27,Filippinerna
2026-05-27T15:04:49+00:00,DNB,HKD/SEK,HKD,SEK,1.172,1.196,1.184,0.024,1.172,1.196,1,2026-05-27,Hong Kong
2026-05-27T15:04:49+00:00,DNB,INR/SEK,INR,SEK,0.0947,0.0991,0.0969,0.0044,0.0947,0.0991,1,2026-05-27,Indien
2026-05-27T15:04:49+00:00,DNB,IDR/SEK,IDR,SEK,0.000511,0.000535,0.000523,2.4e-05,0.0511,0.0535,100,2026-05-27,Indonesien
2026-05-27T15:04:49+00:00,DNB,ISK/SEK,ISK,SEK,0.074452,0.077052,0.075752,0.0026,7.4452,7.7052,100,2026-05-27,Island
2026-05-27T15:04:49+00:00,DNB,ILS/SEK,ILS,SEK,3.2455,3.3055,3.2755,0.06,3.2455,3.3055,1,2026-05-27,Israel
2026-05-27T15:04:49+00:00,DNB,CAD/SEK,CAD,SEK,6.6687,6.7587,6.7137,0.09,6.6687,6.7587,1,2026-05-27,Kanada
2026-05-27T15:04:49+00:00,DNB,KES/SEK,KES,SEK,0.070559,0.073559,0.072059,0.003,7.0559,7.3559,100,2026-05-27,Kenya
2026-05-27T15:04:49+00:00,DNB,CNH/SEK,CNH,SEK,1.3529,1.3829,1.3679,0.03,135.29,138.29,100,2026-05-27,Kina
2026-05-27T15:04:49+00:00,DNB,CNY/SEK,CNY,SEK,1.3537000000000001,1.3837000000000002,1.3687,0.03,135.37,138.37,100,2026-05-27,Kina
2026-05-27T15:04:49+00:00,DNB,KWD/SEK,KWD,SEK,30.0974,30.5974,30.3474,0.5,30.0974,30.5974,1,2026-05-27,Kuwait
