pair,base_currency,quote_currency,quoted_per_units,bid_per_unit,ask_per_unit,currency,name,buy_from_abroad,sell_to_abroad,mid_rate,date
AUD/SEK,AUD,SEK,1,6.66020,6.74850,AUD,Australiensiska dollar,6.66020,6.74850,6.70435,11:59:59
BRL/SEK,BRL,SEK,1,1.83310,1.93420,BRL,Brasilianska real,1.83310,1.93420,1.88365,11:59:59
CAD/SEK,CAD,SEK,1,6.74910,6.83700,CAD,Kanadensiska dollar,6.74910,6.83700,6.79305,11:59:59
CHF/SEK,CHF,SEK,1,11.8961,12.0327,CHF,Schweiziska franc,11.8961,12.0327,11.9644,11:59:59
CNY/SEK,CNY,SEK,1,1.40580,1.43650,CNY,Kinesiska yuan,1.40580,1.43650,1.42115,11:59:59
CZK/SEK,CZK,SEK,1,0.45064,0.45994,CZK,Tjeckiska koruna,0.45064,0.45994,0.45529,11:59:59
DKK/SEK,DKK,SEK,1,1.4676,1.4842,DKK,Danska kronor,1.4676,1.4842,1.4759,11:59:59
EUR/SEK,EUR,SEK,1,10.9654,11.0990,EUR,Euro,10.9654,11.0990,11.0322,11:59:59
GBP/SEK,GBP,SEK,1,12.84730,12.99300,GBP,Pound sterling,12.84730,12.99300,12.92015,11:59:59
HKD/SEK,HKD,SEK,1,1.2189,1.2435,HKD,Hong Kong dollar,1.2189,1.2435,1.2312,11:59:59
HUF/SEK,HUF,SEK,1,0.0305920,0.0316210,HUF,Ungerska forint,0.0305920,0.0316210,0.0311065,11:59:59
ILS/SEK,ILS,SEK,1,3.1143,3.2727,ILS,Israelska new shekel,3.1143,3.2727,3.1935,11:59:59
INR/SEK,INR,SEK,1,0.098350,0.105000,INR,Indiska rupees,0.098350,0.105000,0.101675,11:59:59
JPY/SEK,JPY,SEK,1,0.059112,0.060142,JPY,Japanska yen,0.059112,0.060142,0.059627,11:59:59
NOK/SEK,NOK,SEK,1,0.97810,0.99280,NOK,Norska kronor,0.97810,0.99280,0.98545,11:59:59
NZD/SEK,NZD,SEK,1,5.45000,5.53810,NZD,Nya Zeeländska dollar,5.45000,5.53810,5.49405,11:59:59
PLN/SEK,PLN,SEK,1,2.53840,2.60010,PLN,Polska zloty,2.53840,2.60010,2.56925,11:59:59
SGD/SEK,SGD,SEK,1,7.43180,7.51510,SGD,Singapore dollar,7.43180,7.51510,7.47345,11:59:59
THB/SEK,THB,SEK,1,0.283310,0.296520,THB,Thailändska baht,0.283310,0.296520,0.289915,11:59:59
TRY/SEK,TRY,SEK,1,0.188100,0.224210,TRY,Turkiska lira,0.188100,0.224210,0.206155,11:59:59
USD/SEK,USD,SEK,1,9.5894,9.7228,USD,Amerikanska dollar,9.5894,9.7228,9.6561,11:59:59
ZAR/SEK,ZAR,SEK,1,0.58426,0.60466,ZAR,Sydafrikanska rand,0.58426,0.60466,0.59446,11:59:59
